,usage_year,usage_month,geoid10,cust_loc_irr_area_sf,usage_et_amount,usage_ccf,cust_id_from_utility,cust_loc_hhsize,population,pop_LAR,efficiency_target_ccf,usage_date
1005,2011,8,60590423073012,48291.0,5.29,205,11,46.0,45,0.0219789067188,269.570965882,2011-08-01
1008,2011,8,60590423075003,172617.0,5.21,833,42,184.0,134,0.317095957658,895.144615294,2011-08-01
1009,2011,8,60590423075004,155374.0,5.25,780,41,174.0,161,0.0776509342301,898.956058824,2011-08-01
1010,2011,8,60590423075005,127555.0,5.25,750,43,188.0,185,0.0160861377516,854.530735294,2011-08-01
1012,2011,8,60590423114010,126811.0,4.31,944,55,230.0,176,0.267595313885,752.605567451,2011-08-01
1013,2011,8,60590423114011,35521.0,4.31,222,17,74.0,67,0.0993724738132,249.85779098,2011-08-01
1014,2011,8,60590423114012,30747.0,4.31,159,10,43.0,27,0.465363249689,147.905203529,2011-08-01
1015,2011,8,60590423114013,30059.0,4.14,207,13,54.0,29,0.621688216578,146.933428235,2011-08-01
1016,2011,8,60590423151012,363557.0,5.27,1982,86,356.0,277,0.250913224665,1888.32633843,2011-08-01
1017,2011,8,60590423151013,68303.0,5.27,424,18,76.0,68,0.11122563511,389.971206667,2011-08-01
1018,2011,8,60590423151014,73286.0,5.27,445,21,87.0,78,0.109199291965,429.536970196,2011-08-01
1019,2011,8,60590423151017,12900.0,5.41,194,43,130.0,204,-0.450585543389,496.526,2011-08-01
1020,2011,8,60590423151018,11400.0,5.2,190,38,115.0,200,-0.553385238185,480.696470588,2011-08-01
1022,2011,8,60590423151020,4200.0,5.41,55,15,47.0,95,-0.70372928989,224.706823529,2011-08-01
1023,2011,8,60590423152003,514364.0,5.18,2640,123,520.0,510,0.0194180858571,2901.27034667,2011-08-01
1024,2011,8,60590423152009,291152.0,5.18,1737,75,311.0,287,0.0803106964196,1638.53314196,2011-08-01
1025,2011,8,60590423152031,176455.0,6.35,903,63,231.0,306,-0.281167391431,1421.99283333,2011-08-01
